Date,Open,High,Low,Close,Volume
2025-03-03 12:26:37.011,142500000.0,142950000.0,135993000.0,139899000.0,3542.3427445
2025-03-02 23:59:59.638,128320000.0,143708000.0,126464000.0,142500000.0,8085.80440191
2025-03-02 00:00:00.031,124499000.0,128980000.0,123342000.0,128320000.0,3200.77768269
2025-02-28 23:59:59.924,124404000.0,125411000.0,116504000.0,124499000.0,8051.74155398
2025-02-27 23:59:59.651,122775000.0,127493000.0,121500000.0,124331000.0,3832.78298284
2025-02-26 23:59:59.947,129715000.0,130000000.0,120723000.0,122784000.0,4911.98768458
2025-02-25 23:59:59.960,132135000.0,134899000.0,125004000.0,129715000.0,9063.16812162
2025-02-24 23:59:59.952,141371000.0,141572000.0,131800000.0,132135000.0,5104.8145837
2025-02-23 23:59:59.182,142364000.0,142500000.0,140019000.0,141364000.0,1103.2003906
2025-02-22 23:59:59.427,142891000.0,143191000.0,141988000.0,142300000.0,701.49616078
2025-02-21 23:59:59.848,145719000.0,146400000.0,141334000.0,142859000.0,1820.4146452
2025-02-20 23:59:59.678,144314000.0,146000000.0,143689000.0,145719000.0,943.71043216
2025-02-19 23:59:59.633,143760000.0,144743000.0,142250000.0,144312000.0,1075.5545038
2025-02-18 23:59:59.255,144390000.0,145352000.0,141104000.0,143728000.0,1772.0458381
2025-02-17 23:59:59.628,145625000.0,145980000.0,144139000.0,144390000.0,1275.40908298
2025-02-16 23:59:59.996,147503000.0,147598000.0,145484000.0,145625000.0,677.26379543
2025-02-15 23:59:59.736,146551000.0,147720000.0,146200000.0,147501000.0,734.68263925
2025-02-14 23:59:59.912,145802000.0,148120000.0,145270000.0,146551000.0,1448.40803795
2025-02-13 23:59:59.708,147846000.0,148155000.0,144580000.0,145877000.0,1343.16309497
2025-02-12 23:59:59.890,146034000.0,148266000.0,143429000.0,147846000.0,2370.96714608
2025-02-11 23:59:59.007,147812000.0,148750000.0,145112000.0,146020000.0,1689.795504
2025-02-10 23:59:59.677,147602000.0,148830000.0,146000000.0,147724000.0,1480.95765827
2025-02-09 23:59:59.421,148873000.0,149819000.0,146197000.0,147579000.0,1566.08357111
2025-02-08 23:59:59.325,149602000.0,150220000.0,147994000.0,148803000.0,1087.25702791
2025-02-07 23:59:59.660,151359000.0,154000000.0,148730000.0,149601000.0,2959.78108027
2025-02-06 23:59:59.994,151450000.0,153925000.0,150011000.0,151356000.0,1873.91456823
2025-02-05 23:59:59.787,154140000.0,155662000.0,151000000.0,151450000.0,1950.48905036
2025-02-04 23:59:59.396,158217000.0,159439000.0,153000000.0,154122000.0,3536.84929186
2025-02-04 00:00:00.038,154000000.0,160304000.0,145000000.0,158217000.0,10213.11727922
2025-02-03 00:00:00.034,157399000.0,157925000.0,152477000.0,154000000.0,4152.76471464
2025-02-01 23:59:58.998,156580000.0,158090000.0,155888000.0,157330000.0,1638.45948966
2025-01-31 23:59:59.967,158182000.0,159669000.0,155600000.0,156580000.0,2143.1574605
2025-01-30 23:59:59.950,158859000.0,160559000.0,157860000.0,158139000.0,2346.60990153
2025-01-29 23:59:59.610,155919000.0,159455000.0,155765000.0,158859000.0,2110.06837042
2025-01-29 00:00:00.027,154919000.0,156658000.0,153782000.0,155919000.0,1883.02467176
2025-01-27 23:59:59.945,156100000.0,157075000.0,151260000.0,154919000.0,5043.13655799
2025-01-26 23:59:59.723,157200000.0,157933000.0,156000000.0,156100000.0,1222.93708628
2025-01-25 23:59:59.869,157170000.0,157832000.0,156889000.0,157200000.0,1044.63297991
2025-01-24 23:59:59.980,155112000.0,159000000.0,154000000.0,157146000.0,2922.35240081
2025-01-23 23:59:59.724,154999000.0,158920000.0,152000000.0,155112000.0,4954.0302646
2025-01-22 23:59:59.119,157571000.0,157791000.0,154486000.0,154999000.0,2227.73336919
2025-01-21 23:59:59.266,153225000.0,158490000.0,151038000.0,157571000.0,4441.84077005
2025-01-20 23:59:59.874,154000000.0,163325000.0,151518000.0,153225000.0,10945.25324846
2025-01-20 00:00:00.008,155720000.0,159999000.0,150903000.0,154000000.0,7113.5465532
2025-01-18 23:59:59.782,152434000.0,156530000.0,151533000.0,155801000.0,3748.13380163
2025-01-18 00:00:00.006,146750000.0,155509000.0,146661000.0,152345000.0,4834.721595
2025-01-16 23:59:59.925,147309000.0,147804000.0,144102000.0,146670000.0,3192.45019417
2025-01-15 23:59:59.983,143546000.0,147724000.0,142997000.0,147309000.0,3708.08865004
2025-01-15 00:00:00.008,142108000.0,144999000.0,141684000.0,143501000.0,2548.98311136
2025-01-13 23:59:58.627,142074000.0,143500000.0,137500000.0,142108000.0,4243.48992091
2025-01-12 23:59:59.947,141768000.0,143245000.0,141002000.0,142086000.0,1181.13699936
2025-01-11 23:59:59.809,142614000.0,142617000.0,141175000.0,141771000.0,1137.28650288
2025-01-10 23:59:59.311,139748000.0,143886000.0,139687000.0,142457000.0,3145.42115574
2025-01-09 23:59:59.615,142375000.0,142776000.0,138810000.0,139740000.0,3561.45575976
2025-01-09 00:00:00.009,144789000.0,145161000.0,140919000.0,142368000.0,4096.89543997
2025-01-07 23:59:59.974,150255000.0,151000000.0,143500000.0,144789000.0,4327.71162265
2025-01-06 23:59:59.877,144731000.0,150300000.0,144481000.0,150264000.0,3608.9652023
2025-01-05 23:59:59.783,144767000.0,145357000.0,143513000.0,144700000.0,1416.06538296
2025-01-04 23:59:59.664,144653000.0,145500000.0,144073000.0,144745000.0,1445.66845023
2025-01-03 23:59:59.686,143848000.0,145755000.0,142619000.0,144655000.0,2373.01457904
2025-01-02 23:59:59.789,141322000.0,144826000.0,140920000.0,143848000.0,3042.22989739
2025-01-01 23:59:59.841,139394000.0,141631000.0,139000000.0,141320000.0,1854.53857148
2024-12-31 23:59:59.609,137865000.0,143483000.0,136032000.0,139257000.0,3707.45981864
2024-12-30 23:59:59.382,139831000.0,140680000.0,135971000.0,137892000.0,3767.66978148
2024-12-29 23:59:59.943,142306000.0,142380000.0,138600000.0,139735000.0,2180.40637674
2024-12-28 23:59:59.613,142107000.0,143000000.0,141487000.0,142302000.0,1311.56387337
2024-12-27 23:59:59.444,144016000.0,146117000.0,141466000.0,142111000.0,3231.26328398
2024-12-27 00:00:00.013,148216000.0,149000000.0,143175000.0,144076000.0,3432.78442974
2024-12-25 23:59:59.616,146832000.0,148566000.0,145395000.0,148081000.0,2911.45446585
2024-12-24 23:59:59.762,142901000.0,148148000.0,141000000.0,146831000.0,4333.3309919
2024-12-23 23:59:59.512,144802000.0,146200000.0,140487000.0,142901000.0,4913.29053371
2024-12-22 23:59:59.828,147836000.0,147950000.0,143850000.0,144800000.0,2605.0749353
2024-12-21 23:59:59.886,148138000.0,149700000.0,145249000.0,147830000.0,3714.24805316
2024-12-20 23:59:59.969,147474000.0,148460000.0,139800000.0,148138000.0,11567.34620544
2024-12-19 23:59:59.993,147753000.0,153299000.0,145000000.0,147474000.0,8471.89272515
2024-12-18 23:59:59.998,155222000.0,155949000.0,147189000.0,147754000.0,8610.82270357
2024-12-17 23:59:59.982,153403000.0,157198000.0,152885000.0,155223000.0,6186.2803434
2024-12-17 00:00:00.028,149243000.0,154924000.0,149016000.0,153403000.0,7128.61771091
2024-12-15 23:59:59.985,145927000.0,150000000.0,145684000.0,149243000.0,4680.01328552
2024-12-14 23:59:59.329,144432000.0,146051000.0,143973000.0,145927000.0,3195.75670317
2024-12-13 23:59:59.564,142780000.0,144865000.0,142001000.0,144402000.0,2524.28189889
2024-12-12 23:59:59.763,143111000.0,145000000.0,142000000.0,142757000.0,4109.65334521
2024-12-11 23:59:59.962,138205000.0,144276000.0,136500000.0,143111000.0,5786.50262004
2024-12-10 23:59:59.696,138934000.0,140000000.0,135490000.0,138205000.0,5715.11068532
2024-12-09 23:59:59.730,141056000.0,141399000.0,135900000.0,138864000.0,6238.33236659
2024-12-08 23:59:59.769,138970000.0,141400000.0,138620000.0,141005000.0,2575.9253391
2024-12-07 23:59:59.694,139402000.0,140411000.0,137698000.0,138960000.0,2646.58094433
2024-12-06 23:59:59.985,137501000.0,141502000.0,136000000.0,139340000.0,6179.75810181
2024-12-06 00:00:00.001,138765000.0,146100000.0,134000000.0,137501000.0,13579.28987411
2024-12-05 00:00:00.018,133720000.0,139920000.0,133499000.0,138760000.0,6969.87081198
2024-12-03 23:59:59.967,133523000.0,134680000.0,88266000.0,133700000.0,18097.08425608
2024-12-02 23:59:59.993,133802000.0,135800000.0,132260000.0,133535000.0,5356.7748251
2024-12-01 23:59:59.734,133722000.0,135199000.0,133297000.0,133802000.0,2835.14649803
2024-11-30 23:59:59.713,134542000.0,134809000.0,133600000.0,133701000.0,2374.86697435
2024-11-29 23:59:59.573,133144000.0,136274000.0,132850000.0,134542000.0,3455.81025362
2024-11-28 23:59:59.971,132999000.0,134577000.0,131438000.0,133138000.0,2941.11026977
2024-11-27 23:59:59.389,128800000.0,134300000.0,127900000.0,132999000.0,4363.00829391
2024-11-26 23:59:59.361,129791000.0,132579000.0,127416000.0,128783000.0,7063.28251032
2024-11-26 00:00:00.004,136110000.0,136169000.0,129688000.0,129791000.0,5347.73938417
2024-11-24 23:59:59.843,136000000.0,137000000.0,131501000.0,136096000.0,6366.61145855
2024-11-23 23:59:59.883,136879000.0,137178000.0,134195000.0,136000000.0,4775.60238543
2024-11-22 23:59:59.971,137050000.0,138770000.0,129500000.0,136879000.0,8879.19477738
2024-11-22 00:00:00.034,133180000.0,138707000.0,133001000.0,137050000.0,10359.96751008
2024-11-20 23:59:59.594,129711000.0,133328000.0,128448000.0,133180000.0,5931.35430049
2024-11-20 00:00:00.030,127142000.0,130998000.0,127050000.0,129720000.0,5034.84094069
2024-11-19 00:00:00.007,126469000.0,128895000.0,126133000.0,127142000.0,5182.38906938
2024-11-18 00:00:00.024,127130000.0,128000000.0,125252000.0,126472000.0,3321.82583352
2024-11-17 00:00:00.029,128128000.0,129103000.0,126090000.0,127071000.0,3914.09648698
2024-11-15 23:59:59.942,123543000.0,128950000.0,123370000.0,128236000.0,5943.50915703
2024-11-14 23:59:59.859,128111000.0,130500000.0,121674000.0,123572000.0,9173.07983888
2024-11-13 23:59:59.999,124951000.0,131041000.0,122771000.0,128111000.0,11214.08048901
2024-11-12 23:59:59.900,124476000.0,128010000.0,118864000.0,124967000.0,17037.75956278
2024-11-11 23:59:59.856,111440000.0,125073000.0,111273000.0,124503000.0,12056.83132426
2024-11-11 00:00:00.020,106294000.0,112470000.0,106050000.0,111440000.0,8111.0365608
2024-11-09 23:59:59.441,106845000.0,106990000.0,105873000.0,106294000.0,2702.45288762
2024-11-08 23:59:59.827,104177000.0,107591000.0,104109000.0,106843000.0,5104.85574163
2024-11-07 23:59:59.859,104085000.0,104999000.0,102290000.0,104115000.0,5517.18974843
2024-11-07 00:00:00.047,96196000.0,104395000.0,96104000.0,104085000.0,17173.68278488
2024-11-05 23:59:59.990,94289000.0,98074000.0,93958000.0,96170000.0,4785.81750822
2024-11-04 23:59:59.248,95987000.0,96803000.0,93083000.0,94289000.0,3556.89181882
2024-11-03 23:59:58.414,97205000.0,97232000.0,93905000.0,95883000.0,4358.15713691
2024-11-02 23:59:59.175,97331000.0,97999000.0,96825000.0,97205000.0,1419.21063313
2024-11-01 23:59:54.592,98112000.0,99758000.0,95520000.0,97285000.0,4850.88260337
2024-10-31 23:59:59.946,100571000.0,100893000.0,97300000.0,98112000.0,3670.22663296
2024-10-30 23:59:58.765,101300000.0,101305000.0,99135000.0,100571000.0,3437.3159675
2024-10-29 23:59:59.463,97401000.0,102158000.0,97200000.0,101305000.0,5694.58179714
2024-10-28 23:59:59.954,94824000.0,97714000.0,94520000.0,97401000.0,3447.08968512
2024-10-27 23:59:59.744,93993000.0,95120000.0,93900000.0,94819000.0,1412.77364621
2024-10-26 23:59:59.985,93762000.0,94298000.0,93297000.0,93993000.0,1181.9583116
2024-10-25 23:59:59.779,94077000.0,95143000.0,92432000.0,93762000.0,3453.26947882
2024-10-24 23:59:59.939,92375000.0,94699000.0,92080000.0,94077000.0,2468.54308221
2024-10-23 23:59:59.955,92877000.0,93000000.0,90860000.0,92375000.0,2169.77076181
2024-10-22 23:59:59.647,92161000.0,93380000.0,91090000.0,92877000.0,2390.90338556
2024-10-21 23:59:58.933,93901000.0,94456000.0,91459000.0,92161000.0,3492.66954786
2024-10-20 23:59:59.981,93322000.0,94299000.0,92956000.0,93901000.0,1766.03106746
2024-10-19 23:59:56.946,93358000.0,93593000.0,92769000.0,93322000.0,1204.1436611
2024-10-18 23:59:59.862,91758000.0,93697000.0,91510000.0,93330000.0,2703.40345601
2024-10-17 23:59:59.780,91610000.0,92000000.0,91150000.0,91725000.0,2166.90172052
2024-10-17 00:00:00.004,90518000.0,92350000.0,90194000.0,91610000.0,3290.95467218
2024-10-15 23:59:59.933,88640000.0,91531000.0,87510000.0,90600000.0,5320.08065393
2024-10-14 23:59:59.669,84782000.0,88963000.0,84300000.0,88640000.0,4502.93766545
2024-10-13 23:59:57.454,84997000.0,85181000.0,83890000.0,84806000.0,1007.64328314
2024-10-13 00:00:00.020,84450000.0,85250000.0,84330000.0,84956000.0,1236.13303613
2024-10-11 23:59:59.676,82131000.0,85474000.0,81749000.0,84451000.0,2292.25174675
2024-10-10 23:59:59.134,82383000.0,83127000.0,80635000.0,82131000.0,2261.63071429
2024-10-09 23:59:59.052,84139000.0,84500000.0,82187000.0,82385000.0,1623.29835868
2024-10-08 23:59:59.838,83942000.0,85270000.0,83848000.0,84139000.0,1438.91380709
2024-10-07 23:59:59.736,84436000.0,86301000.0,83884000.0,83942000.0,2788.21491807
2024-10-06 23:59:59.785,83997000.0,84710000.0,83600000.0,84533000.0,990.98870219
2024-10-05 23:59:59.853,83804000.0,84190000.0,83511000.0,83956000.0,776.76532606
2024-10-04 23:59:59.863,82401000.0,84300000.0,82038000.0,83805000.0,2177.10847718
2024-10-03 23:59:55.191,81707000.0,82700000.0,81302000.0,82424000.0,1821.57540109
2024-10-02 23:59:59.766,81500000.0,83300000.0,80940000.0,81707000.0,2890.80470844
2024-10-01 23:59:59.471,83730000.0,84884000.0,80844000.0,81500000.0,4057.42297213
2024-09-30 23:59:59.960,85958000.0,85958000.0,83061000.0,83730000.0,3131.32274904
2024-09-29 23:59:58.062,86731000.0,86891000.0,85800000.0,85958000.0,1188.41412224
2024-09-28 23:59:59.343,86958000.0,87250000.0,86003000.0,86732000.0,1483.00508773
2024-09-28 00:00:00.019,85948000.0,87410000.0,85877000.0,86958000.0,2462.85215474
2024-09-26 23:59:58.384,84362000.0,86602000.0,83800000.0,86000000.0,2865.16236011
2024-09-25 23:59:59.981,85248000.0,85950000.0,84220000.0,84362000.0,1821.46293118
2024-09-24 23:59:57.521,84630000.0,85750000.0,84009000.0,85248000.0,1998.91561289
2024-09-23 23:59:59.474,84838000.0,86250000.0,83832000.0,84631000.0,2655.34388664
2024-09-22 23:59:59.906,84429000.0,85500000.0,83401000.0,84829000.0,1869.26119943
2024-09-21 23:59:59.940,84384000.0,84750000.0,84000000.0,84425000.0,1066.57067251
2024-09-20 23:59:58.614,83891000.0,85478000.0,83377000.0,84385000.0,3257.11829911
2024-09-20 00:00:00.001,82602000.0,85000000.0,82286000.0,83892000.0,4549.0273458
2024-09-18 23:59:59.962,81116000.0,82618000.0,80008000.0,82604000.0,3362.15013751
2024-09-17 23:59:59.884,78468000.0,82364000.0,77774000.0,81116000.0,3063.50091322
2024-09-16 23:59:59.933,79691000.0,79860000.0,77740000.0,78469000.0,2425.49996851
2024-09-15 23:59:59.307,80524000.0,81009000.0,79090000.0,79690000.0,1293.20254846
2024-09-14 23:59:52.716,80930000.0,81174000.0,80040000.0,80524000.0,1324.44479737
2024-09-13 23:59:59.013,78269000.0,81100000.0,77700000.0,80930000.0,2847.08604999
2024-09-12 23:59:57.905,77363000.0,78830000.0,77300000.0,78269000.0,2510.01259415
2024-09-11 23:59:59.578,78091000.0,78200000.0,75380000.0,77301000.0,3055.31403806
2024-09-10 23:59:59.904,77274000.0,78485000.0,76432000.0,78089000.0,2189.56080713
2024-09-09 23:59:59.715,74439000.0,78500000.0,74093000.0,77275000.0,3101.05486477
2024-09-08 23:59:59.936,73640000.0,74880000.0,72992000.0,74437000.0,1592.04001829
2024-09-07 23:59:59.801,73644000.0,74580000.0,73078000.0,73640000.0,1801.62027481
2024-09-06 23:59:57.758,76330000.0,76860000.0,72200000.0,73644000.0,6081.77185166
2024-09-05 23:59:59.653,78739000.0,79131000.0,76000000.0,76330000.0,2957.70339093
2024-09-04 23:59:59.977,78270000.0,79300000.0,76248000.0,78739000.0,3895.41394663
2024-09-03 23:59:59.341,80247000.0,81101000.0,78250000.0,78272000.0,2562.51172354
2024-09-02 23:59:55.971,78303000.0,80610000.0,78235000.0,80205000.0,2207.5986061
2024-09-01 23:59:59.527,80300000.0,80370000.0,78300000.0,78301000.0,2541.94042215
2024-08-31 23:59:56.306,80439000.0,80823000.0,80009000.0,80262000.0,841.99580262
2024-08-30 23:59:59.786,80745000.0,81250000.0,79225000.0,80439000.0,2858.21980495
2024-08-29 23:59:58.134,80618000.0,82700000.0,80151000.0,80790000.0,2539.08247784
2024-08-28 23:59:59.934,80947000.0,81895000.0,79550000.0,80569000.0,3848.30364196
2024-08-27 23:59:59.864,84408000.0,84794000.0,80121000.0,80950000.0,4066.7490567
2024-08-26 23:59:59.895,86227000.0,86529000.0,84408000.0,84408000.0,2260.53739932
2024-08-25 23:59:59.906,85807000.0,86979000.0,85410000.0,86254000.0,1698.8163817
2024-08-24 23:59:59.956,85600000.0,86390000.0,85155000.0,85767000.0,2204.28031834
2024-08-23 23:59:59.919,82003000.0,86500000.0,82002000.0,85600000.0,4485.27203937
2024-08-22 23:59:59.477,82900000.0,83101000.0,81280000.0,82003000.0,2138.23568495
2024-08-21 23:59:58.747,80751000.0,83600000.0,80567000.0,82900000.0,2882.78548851
2024-08-20 23:59:59.731,81678000.0,83400000.0,80501000.0,80751000.0,3339.76112482
2024-08-19 23:59:56.527,81500000.0,81915000.0,80100000.0,81680000.0,2644.34129141
2024-08-18 23:59:59.992,82821000.0,83679000.0,81500000.0,81500000.0,1727.83371254
2024-08-17 23:59:59.874,82185000.0,83000000.0,82042000.0,82849000.0,887.07641461
2024-08-16 23:59:59.810,81044000.0,83400000.0,80296000.0,82209000.0,2629.8190762
